"0","rain_df$DATE <- as.Date(rain_df$DATE,'%m/%d/%Y')
str(rain_df)
"
"1","'data.frame':	"
"1","366"
"1"," obs. of  "
"1","11"
"1"," variable"
"1","s"
"1",":"
"1","
"
"1"," "
"1","$ "
"1","Rain   "
"1",":"
"1"," Factor w/ 2 levels ""0"",""1"": "
"1","1 1 2 2 2 1 1 1 1 1"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","DATE   "
"1",":"
"1"," "
"1","Date"
"1",", format: "
"1","""2016-01-01"" ""2016-02-01"" ""2016-03-01"" ""2016-04-01"""
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","Season "
"1",":"
"1"," Factor w/ 4 levels ""Fall"",""Spring"",..: "
"1","4 4 4 4 4 4 4 4 4 4"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","AveWind"
"1",":"
"1"," num  "
"1","4.92 5.59 9.17 7.61 5.37 6.49 2.91 1.57 2.91 8.05"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","SNOW   "
"1",":"
"1"," num  "
"1","0 0 0 0 0 0 0 0 0 0"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","SNWD   "
"1",":"
"1"," int  "
"1","0 0 0 0 0 0 0 0 0 0"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","TAVG   "
"1",":"
"1"," int  "
"1","36 33 37 36 38 44 41 42 39 43"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","TMAX   "
"1",":"
"1"," int  "
"1","46 42 40 38 46 53 44 48 49 52"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","TMIN   "
"1",":"
"1"," int  "
"1","28 25 31 35 36 37 34 36 30 38"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","WDF5   "
"1",":"
"1"," int  "
"1","70 110 110 10 80 100 20 120 130 110"
"1"," ..."
"1","
"
"1"," "
"1","$ "
"1","WSF5   "
"1",":"
"1"," num  "
"1","13 29.1 36.9 17 18.1 16.1 8.9 14.1 12.1 21.9"
"1"," ..."
"1","
"
