"0","rain_df$Rain <- factor(rain_df$Rain)
rain_df$Season <- factor(rain_df$Season, ordered = FALSE)
# Contrasts
contrasts(rain_df$Rain)
"
"1"," "
"1"," 1"
"1","
0"
"1"," 0"
"1","
1"
"1"," 1"
"1","
"
"0","contrasts(rain_df$Season)"
"1","      "
"1"," Spring"
"1"," Summer"
"1"," Winter"
"1","
Fall  "
"1","      0"
"1","      0"
"1","      0"
"1","
Spring"
"1","      1"
"1","      0"
"1","      0"
"1","
Summer"
"1","      0"
"1","      1"
"1","      0"
"1","
Winter"
"1","      0"
"1","      0"
"1","      1"
"1","
"
"0","# b."
"0","rain_df$DATE <- as.Date(rain_df$DATE,'%m/%d/%Y')"
